Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Canada,Baby Food,Online,C,2/10/2011,715712773,3/5/2011,4169,255.28,159.42,1064262.32,664621.98,399640.34
Greenland,Clothes,Online,M,5/3/2012,305095756,5/15/2012,3469,109.28,35.84,379092.32,124328.96,254763.36
Mexico,Office Supplies,Online,C,5/5/2016,505691945,6/6/2016,4339,651.21,524.96,2825600.19,2277801.44,547798.75
United States of America,Personal Care,Offline,C,1/5/2015,552086007,2/20/2015,3373,81.73,56.67,275675.29,191147.91,84527.38
United States of America,Office Supplies,Online,C,9/30/2011,349588239,10/7/2011,9783,651.21,524.96,6370787.43,5135683.68,1235103.75
Canada,Fruits,Online,L,5/1/2017,464441287,5/13/2017,7353,9.33,6.92,68603.49,50882.76,17720.73
Mexico,Cereal,Online,H,9/6/2014,651846587,9/13/2014,4745,205.70,117.11,976046.50,555686.95,420359.55
United States of America,Office Supplies,Offline,H,11/24/2016,399406087,12/29/2016,1992,651.21,524.96,1297210.32,1045720.32,251490.00
Mexico,Personal Care,Online,M,1/19/2016,253475034,2/22/2016,7750,81.73,56.67,633407.50,439192.50,194215.00
United States of America,Personal Care,Offline,L,10/12/2011,916620528,11/22/2011,7238,81.73,56.67,591561.74,410177.46,181384.28
United States of America,Vegetables,Offline,H,9/13/2015,913929307,10/17/2015,846,154.06,90.93,130334.76,76926.78,53407.98
Canada,Clothes,Offline,H,10/29/2013,918111836,12/12/2013,8550,109.28,35.84,934344.00,306432.00,627912.00
Canada,Vegetables,Offline,C,5/15/2011,947777068,5/20/2011,7151,154.06,90.93,1101683.06,650240.43,451442.63
Greenland,Vegetables,Online,C,2/2/2016,998878085,2/9/2016,9078,154.06,90.93,1398556.68,825462.54,573094.14
Canada,Meat,Offline,H,9/3/2011,481985938,10/16/2011,9205,421.89,364.69,3883497.45,3356971.45,526526.00
Canada,Vegetables,Online,C,6/12/2013,618347299,6/28/2013,1562,154.06,90.93,240641.72,142032.66,98609.06
Canada,Fruits,Online,M,7/21/2017,501603400,8/27/2017,4448,9.33,6.92,41499.84,30780.16,10719.68
Canada,Vegetables,Offline,M,6/26/2011,596038615,7/11/2011,9926,154.06,90.93,1529199.56,902571.18,626628.38
United States of America,Baby Food,Online,M,1/1/2014,183618724,1/4/2014,5716,255.28,159.42,1459180.48,911244.72,547935.76
Greenland,Snacks,Offline,C,4/13/2017,305984103,5/1/2017,6351,152.58,97.44,969035.58,618841.44,350194.14
Mexico,Office Supplies,Online,H,11/25/2014,598012721,12/7/2014,4108,651.21,524.96,2675170.68,2156535.68,518635.00
Canada,Fruits,Online,H,2/8/2015,119072329,2/17/2015,5003,9.33,6.92,46677.99,34620.76,12057.23
Mexico,Beverages,Online,C,3/10/2011,190128552,4/23/2011,2119,47.45,31.79,100546.55,67363.01,33183.54
Mexico,Office Supplies,Offline,C,9/2/2010,931811702,9/3/2010,2644,651.21,524.96,1721799.24,1387994.24,333805.00
Canada,Snacks,Online,H,5/19/2011,757638919,6/6/2011,1047,152.58,97.44,159751.26,102019.68,57731.58
Greenland,Baby Food,Online,L,12/16/2015,859191644,1/22/2016,2755,255.28,159.42,703296.40,439202.10,264094.30
Greenland,Fruits,Offline,H,12/20/2015,228558385,2/5/2016,4360,9.33,6.92,40678.80,30171.20,10507.60
Canada,Cosmetics,Offline,M,7/16/2013,428448188,9/4/2013,6195,437.20,263.33,2708454.00,1631329.35,1077124.65
Greenland,Personal Care,Offline,C,3/24/2014,374473989,3/25/2014,4030,81.73,56.67,329371.90,228380.10,100991.80
Mexico,Household,Offline,C,5/14/2013,202290761,5/23/2013,1186,668.27,502.54,792568.22,596012.44,196555.78
United States of America,Meat,Online,M,3/1/2013,550168979,4/1/2013,6082,421.89,364.69,2565934.98,2218044.58,347890.40
United States of America,Meat,Online,C,7/19/2014,774284493,9/7/2014,6843,421.89,364.69,2886993.27,2495573.67,391419.60
United States of America,Cereal,Offline,C,5/15/2010,807035768,6/21/2010,8673,205.70,117.11,1784036.10,1015695.03,768341.07
Mexico,Office Supplies,Online,H,5/13/2016,715982711,6/18/2016,4050,651.21,524.96,2637400.50,2126088.00,511312.50
Greenland,Vegetables,Online,C,8/7/2012,584468638,8/10/2012,6113,154.06,90.93,941768.78,555855.09,385913.69
Mexico,Baby Food,Offline,H,3/24/2015,473574531,4/27/2015,82,255.28,159.42,20932.96,13072.44,7860.52
Greenland,Meat,Offline,C,9/15/2015,345993220,11/2/2015,5937,421.89,364.69,2504760.93,2165164.53,339596.40
United States of America,Baby Food,Online,H,7/15/2016,372629487,7/30/2016,8201,255.28,159.42,2093551.28,1307403.42,786147.86
Canada,Cosmetics,Offline,C,8/2/2014,289198195,9/5/2014,9028,437.20,263.33,3947041.60,2377343.24,1569698.36
Greenland,Cosmetics,Online,H,1/14/2016,356238400,3/4/2016,7714,437.20,263.33,3372560.80,2031327.62,1341233.18
Mexico,Clothes,Online,H,2/20/2011,447488868,3/28/2011,755,109.28,35.84,82506.40,27059.20,55447.20
Canada,Clothes,Online,L,11/24/2015,144565761,11/27/2015,9076,109.28,35.84,991825.28,325283.84,666541.44
United States of America,Cosmetics,Offline,H,6/18/2010,157631766,7/10/2010,5597,437.20,263.33,2447008.40,1473858.01,973150.39
Mexico,Snacks,Offline,L,10/7/2016,413412797,11/14/2016,6888,152.58,97.44,1050971.04,671166.72,379804.32
Canada,Beverages,Online,M,5/7/2015,100779664,6/2/2015,1797,47.45,31.79,85267.65,57126.63,28141.02
Greenland,Personal Care,Offline,M,7/23/2016,823988187,8/5/2016,5270,81.73,56.67,430717.10,298650.90,132066.20
Greenland,Cosmetics,Offline,L,9/17/2015,436989200,10/4/2015,3670,437.20,263.33,1604524.00,966421.10,638102.90
Mexico,Meat,Online,L,1/1/2016,510835349,1/27/2016,6387,421.89,364.69,2694611.43,2329275.03,365336.40
Mexico,Vegetables,Offline,C,6/23/2015,261522519,7/8/2015,9180,154.06,90.93,1414270.80,834737.40,579533.40
Greenland,Meat,Online,H,9/20/2013,113393771,11/3/2013,4592,421.89,364.69,1937318.88,1674656.48,262662.40
Mexico,Cosmetics,Online,L,8/18/2010,820663106,9/3/2010,1305,437.20,263.33,570546.00,343645.65,226900.35
Greenland,Snacks,Online,C,9/26/2013,517443883,10/29/2013,1999,152.58,97.44,305007.42,194782.56,110224.86
Mexico,Snacks,Online,L,8/28/2010,309324634,9/7/2010,4888,152.58,97.44,745811.04,476286.72,269524.32
Canada,Snacks,Online,M,11/29/2010,385649144,1/13/2011,1007,152.58,97.44,153648.06,98122.08,55525.98
Canada,Clothes,Offline,M,7/2/2010,659920251,7/30/2010,3922,109.28,35.84,428596.16,140564.48,288031.68
United States of America,Household,Offline,M,1/24/2014,548745477,1/26/2014,4836,668.27,502.54,3231753.72,2430283.44,801470.28
Mexico,Personal Care,Offline,C,8/9/2010,654059731,9/1/2010,9664,81.73,56.67,789838.72,547658.88,242179.84
Greenland,Personal Care,Online,H,2/20/2017,622181355,4/7/2017,6144,81.73,56.67,502149.12,348180.48,153968.64
Canada,Fruits,Online,H,6/17/2012,725916326,7/26/2012,3627,9.33,6.92,33839.91,25098.84,8741.07
Mexico,Vegetables,Offline,L,12/1/2012,674846208,12/30/2012,844,154.06,90.93,130026.64,76744.92,53281.72
Canada,Personal Care,Offline,H,11/3/2013,181094014,12/12/2013,8598,81.73,56.67,702714.54,487248.66,215465.88
Mexico,Baby Food,Offline,M,11/20/2011,449208486,12/5/2011,9628,255.28,159.42,2457835.84,1534895.76,922940.08
Mexico,Vegetables,Offline,H,2/15/2014,691814076,2/16/2014,2014,154.06,90.93,310276.84,183133.02,127143.82
Mexico,Baby Food,Offline,H,4/3/2013,907149541,5/5/2013,4563,255.28,159.42,1164842.64,727433.46,437409.18
United States of America,Household,Offline,L,2/6/2016,611359393,3/13/2016,3685,668.27,502.54,2462574.95,1851859.90,610715.05
Mexico,Household,Online,L,7/21/2012,822819173,7/22/2012,9333,668.27,502.54,6236963.91,4690205.82,1546758.09
Canada,Vegetables,Offline,L,11/20/2015,556762063,1/1/2016,7122,154.06,90.93,1097215.32,647603.46,449611.86
Canada,Cosmetics,Offline,M,12/1/2016,738712394,1/15/2017,268,437.20,263.33,117169.60,70572.44,46597.16
United States of America,Cereal,Offline,M,3/2/2010,167539203,4/8/2010,7428,205.70,117.11,1527939.60,869893.08,658046.52
Greenland,Fruits,Online,L,5/26/2016,251952826,7/3/2016,7295,9.33,6.92,68062.35,50481.40,17580.95
United States of America,Household,Online,H,8/6/2010,737813317,9/21/2010,4211,668.27,502.54,2814084.97,2116195.94,697889.03
Greenland,Clothes,Offline,H,12/18/2016,918225991,12/25/2016,2331,109.28,35.84,254731.68,83543.04,171188.64
Canada,Office Supplies,Online,C,11/9/2014,374811732,12/18/2014,3976,651.21,524.96,2589210.96,2087240.96,501970.00
United States of America,Cereal,Online,C,11/28/2014,713686311,1/15/2015,4494,205.70,117.11,924415.80,526292.34,398123.46
Canada,Household,Online,L,12/23/2010,663401114,1/15/2011,3987,668.27,502.54,2664392.49,2003626.98,660765.51
Mexico,Vegetables,Online,L,2/27/2011,392034089,3/27/2011,454,154.06,90.93,69943.24,41282.22,28661.02
Mexico,Beverages,Online,C,6/10/2012,715052735,7/24/2012,8849,47.45,31.79,419885.05,281309.71,138575.34
Greenland,Fruits,Offline,M,9/18/2012,320104968,10/22/2012,5028,9.33,6.92,46911.24,34793.76,12117.48
Canada,Cereal,Offline,H,6/11/2013,177852189,6/24/2013,9270,205.70,117.11,1906839.00,1085609.70,821229.30
Greenland,Cereal,Online,H,2/27/2010,820803439,3/18/2010,2833,205.70,117.11,582748.10,331772.63,250975.47
United States of America,Beverages,Offline,L,4/15/2014,804344546,5/15/2014,2280,47.45,31.79,108186.00,72481.20,35704.80
Mexico,Household,Online,L,9/4/2011,725100505,9/15/2011,2208,668.27,502.54,1475540.16,1109608.32,365931.84
Mexico,Fruits,Offline,M,5/20/2012,794042289,7/5/2012,3613,9.33,6.92,33709.29,25001.96,8707.33
United States of America,Office Supplies,Offline,H,10/22/2012,876512706,12/5/2012,8443,651.21,524.96,5498166.03,4432237.28,1065928.75
United States of America,Baby Food,Offline,L,10/22/2016,239806067,11/9/2016,2799,255.28,159.42,714528.72,446216.58,268312.14
United States of America,Cosmetics,Online,L,6/11/2011,815379369,7/1/2011,7730,437.20,263.33,3379556.00,2035540.90,1344015.10
Canada,Cereal,Online,L,4/12/2013,414820849,5/1/2013,3562,205.70,117.11,732703.40,417145.82,315557.58
Greenland,Office Supplies,Offline,H,5/10/2016,556621730,6/18/2016,5594,651.21,524.96,3642868.74,2936626.24,706242.50
United States of America,Meat,Online,C,6/16/2017,799933707,7/29/2017,7015,421.89,364.69,2959558.35,2558300.35,401258.00
Canada,Cosmetics,Online,L,6/28/2013,598433721,7/18/2013,8691,437.20,263.33,3799705.20,2288601.03,1511104.17
Canada,Clothes,Offline,M,6/12/2014,102203166,6/16/2014,3043,109.28,35.84,332539.04,109061.12,223477.92
Greenland,Fruits,Online,C,4/7/2011,868309438,4/20/2011,913,9.33,6.92,8518.29,6317.96,2200.33
United States of America,Personal Care,Offline,L,2/19/2012,368218648,3/18/2012,2935,81.73,56.67,239877.55,166326.45,73551.10
Canada,Beverages,Offline,C,8/20/2010,209039628,9/9/2010,8326,47.45,31.79,395068.70,264683.54,130385.16
Canada,Clothes,Offline,C,2/16/2017,966012656,2/22/2017,3467,109.28,35.84,378873.76,124257.28,254616.48
Greenland,Fruits,Online,L,3/5/2012,807809960,4/3/2012,7773,9.33,6.92,72522.09,53789.16,18732.93
Canada,Office Supplies,Online,M,7/29/2012,877370154,8/5/2012,2181,651.21,524.96,1420289.01,1144937.76,275351.25
Canada,Cereal,Online,M,5/23/2012,995044028,6/21/2012,4495,205.70,117.11,924621.50,526409.45,398212.05
United States of America,Snacks,Online,H,2/29/2016,120173537,4/15/2016,875,152.58,97.44,133507.50,85260.00,48247.50
United States of America,Snacks,Offline,L,1/8/2014,568659055,2/26/2014,7706,152.58,97.44,1175781.48,750872.64,424908.84
United States of America,Meat,Offline,L,5/2/2015,621407163,5/5/2015,7043,421.89,364.69,2971371.27,2568511.67,402859.60
United States of America,Cosmetics,Online,L,9/21/2012,566840732,9/22/2012,9624,437.20,263.33,4207612.80,2534287.92,1673324.88
Mexico,Meat,Offline,L,3/1/2012,494755828,3/10/2012,8099,421.89,364.69,3416887.11,2953624.31,463262.80
Canada,Baby Food,Online,L,10/11/2015,714741170,11/26/2015,6650,255.28,159.42,1697612.00,1060143.00,637469.00
Greenland,Meat,Offline,L,11/6/2012,459791409,11/10/2012,1351,421.89,364.69,569973.39,492696.19,77277.20
Mexico,Fruits,Offline,C,10/18/2011,551732814,10/30/2011,8855,9.33,6.92,82617.15,61276.60,21340.55
Mexico,Cosmetics,Offline,M,5/19/2011,603945767,7/3/2011,9828,437.20,263.33,4296801.60,2588007.24,1708794.36
Greenland,Personal Care,Online,C,10/11/2016,639092147,11/17/2016,423,81.73,56.67,34571.79,23971.41,10600.38
Mexico,Snacks,Online,L,2/23/2011,891605174,4/1/2011,4639,152.58,97.44,707818.62,452024.16,255794.46
United States of America,Baby Food,Online,C,10/11/2011,738249766,10/11/2011,3366,255.28,159.42,859272.48,536607.72,322664.76
Canada,Household,Offline,C,6/2/2014,569854247,7/22/2014,1390,668.27,502.54,928895.30,698530.60,230364.70
Greenland,Cereal,Offline,M,7/14/2012,263029277,7/28/2012,5063,205.70,117.11,1041459.10,592927.93,448531.17
Mexico,Clothes,Offline,M,3/3/2014,628213107,4/18/2014,1074,109.28,35.84,117366.72,38492.16,78874.56
Canada,Clothes,Offline,H,9/11/2016,657862889,9/21/2016,5103,109.28,35.84,557655.84,182891.52,374764.32
Greenland,Cereal,Offline,C,5/8/2017,849481618,5/15/2017,9343,205.70,117.11,1921855.10,1094158.73,827696.37
Canada,Fruits,Offline,L,3/24/2013,275373446,4/12/2013,7977,9.33,6.92,74425.41,55200.84,19224.57
United States of America,Clothes,Offline,L,6/30/2014,262706983,7/23/2014,9689,109.28,35.84,1058813.92,347253.76,711560.16
United States of America,Personal Care,Offline,L,8/23/2016,433087337,9/5/2016,9022,81.73,56.67,737368.06,511276.74,226091.32
United States of America,Baby Food,Offline,C,7/29/2014,350320804,8/12/2014,6566,255.28,159.42,1676168.48,1046751.72,629416.76
United States of America,Cosmetics,Offline,H,10/5/2010,544532048,10/5/2010,7989,437.20,263.33,3492790.80,2103743.37,1389047.43
Mexico,Cereal,Offline,H,2/16/2011,134434735,3/3/2011,1080,205.70,117.11,222156.00,126478.80,95677.20
Canada,Office Supplies,Online,L,10/27/2016,619178569,12/7/2016,7553,651.21,524.96,4918589.13,3965022.88,953566.25
Greenland,Fruits,Offline,L,11/19/2013,951174676,12/19/2013,2579,9.33,6.92,24062.07,17846.68,6215.39
United States of America,Cosmetics,Online,L,8/20/2015,505115163,9/13/2015,3656,437.20,263.33,1598403.20,962734.48,635668.72
Mexico,Clothes,Offline,C,10/7/2015,160619103,11/7/2015,9617,109.28,35.84,1050945.76,344673.28,706272.48
United States of America,Meat,Online,L,2/5/2012,391753423,2/27/2012,7398,421.89,364.69,3121142.22,2697976.62,423165.60
United States of America,Household,Offline,H,11/21/2014,372333371,12/4/2014,573,668.27,502.54,382918.71,287955.42,94963.29
Greenland,Cosmetics,Offline,L,9/30/2016,753622901,9/30/2016,2618,437.20,263.33,1144589.60,689397.94,455191.66
Greenland,Meat,Online,C,10/17/2010,999511945,12/4/2010,6651,421.89,364.69,2805990.39,2425553.19,380437.20
Mexico,Office Supplies,Online,H,10/22/2013,229306399,12/11/2013,5714,651.21,524.96,3721013.94,2999621.44,721392.50
United States of America,Fruits,Offline,L,11/4/2014,435934340,11/23/2014,1514,9.33,6.92,14125.62,10476.88,3648.74
Greenland,Vegetables,Online,C,1/13/2016,946805465,2/10/2016,9632,154.06,90.93,1483905.92,875837.76,608068.16
United States of America,Cereal,Offline,L,7/14/2017,118609702,7/29/2017,8101,205.70,117.11,1666375.70,948708.11,717667.59
United States of America,Beverages,Offline,M,3/29/2015,942368447,3/30/2015,6620,47.45,31.79,314119.00,210449.80,103669.20
Greenland,Beverages,Online,H,10/14/2015,346232259,11/1/2015,6674,47.45,31.79,316681.30,212166.46,104514.84
Canada,Cereal,Online,C,11/3/2012,169368255,11/30/2012,8685,205.70,117.11,1786504.50,1017100.35,769404.15
United States of America,Cosmetics,Offline,H,5/13/2015,637938582,6/3/2015,9058,437.20,263.33,3960157.60,2385243.14,1574914.46
United States of America,Vegetables,Offline,L,10/18/2011,179602706,11/23/2011,7287,154.06,90.93,1122635.22,662606.91,460028.31
Canada,Personal Care,Offline,H,1/22/2017,335140359,3/10/2017,4335,81.73,56.67,354299.55,245664.45,108635.10
Mexico,Cereal,Offline,C,12/3/2014,764616096,12/8/2014,5749,205.70,117.11,1182569.30,673265.39,509303.91
Canada,Cosmetics,Offline,C,9/3/2014,405110824,10/13/2014,150,437.20,263.33,65580.00,39499.50,26080.50
United States of America,Vegetables,Online,H,6/28/2017,335903823,8/13/2017,261,154.06,90.93,40209.66,23732.73,16476.93
United States of America,Fruits,Offline,L,5/29/2016,498688590,6/3/2016,1891,9.33,6.92,17643.03,13085.72,4557.31
Canada,Fruits,Online,C,10/20/2015,750282371,10/27/2015,4081,9.33,6.92,38075.73,28240.52,9835.21
United States of America,Clothes,Online,L,5/8/2013,741928040,6/8/2013,1849,109.28,35.84,202058.72,66268.16,135790.56
United States of America,Snacks,Offline,L,8/18/2015,829936683,9/29/2015,5562,152.58,97.44,848649.96,541961.28,306688.68
Mexico,Personal Care,Offline,H,1/17/2016,931416881,2/19/2016,5808,81.73,56.67,474687.84,329139.36,145548.48
United States of America,Cosmetics,Online,H,9/18/2012,122724425,9/18/2012,5740,437.20,263.33,2509528.00,1511514.20,998013.80
Mexico,Vegetables,Offline,H,6/25/2016,736374366,7/17/2016,8394,154.06,90.93,1293179.64,763266.42,529913.22
United States of America,Snacks,Online,C,11/3/2010,675833261,11/5/2010,2935,152.58,97.44,447822.30,285986.40,161835.90
Greenland,Fruits,Online,C,2/8/2017,427279174,3/18/2017,257,9.33,6.92,2397.81,1778.44,619.37
Mexico,Personal Care,Offline,C,2/25/2012,641206586,4/1/2012,6133,81.73,56.67,501250.09,347557.11,153692.98
Greenland,Vegetables,Offline,M,11/2/2011,135011518,11/25/2011,1763,154.06,90.93,271607.78,160309.59,111298.19
Greenland,Vegetables,Offline,L,4/21/2017,559962260,5/23/2017,4131,154.06,90.93,636421.86,375631.83,260790.03
Greenland,Fruits,Offline,H,8/14/2016,967056787,8/25/2016,2448,9.33,6.92,22839.84,16940.16,5899.68
Greenland,Household,Online,C,1/23/2016,610216557,2/6/2016,5495,668.27,502.54,3672143.65,2761457.30,910686.35
Canada,Clothes,Offline,M,1/3/2010,977639710,1/4/2010,4170,109.28,35.84,455697.60,149452.80,306244.80
Greenland,Meat,Offline,M,12/30/2016,541570889,1/30/2017,1716,421.89,364.69,723963.24,625808.04,98155.20
Mexico,Vegetables,Offline,M,8/10/2010,435622775,8/31/2010,9314,154.06,90.93,1434914.84,846922.02,587992.82
United States of America,Office Supplies,Online,M,3/12/2016,730893218,4/22/2016,6400,651.21,524.96,4167744.00,3359744.00,808000.00
United States of America,Meat,Offline,H,1/8/2013,997428405,2/18/2013,85,421.89,364.69,35860.65,30998.65,4862.00
Mexico,Meat,Online,L,10/3/2015,176007688,10/30/2015,3441,421.89,364.69,1451723.49,1254898.29,196825.20
Greenland,Clothes,Offline,L,5/1/2014,169186294,6/9/2014,4839,109.28,35.84,528805.92,173429.76,355376.16
Mexico,Meat,Online,H,12/25/2011,743491876,1/6/2012,4623,421.89,364.69,1950397.47,1685961.87,264435.60
Canada,Cosmetics,Offline,M,10/11/2011,233010852,10/30/2011,1944,437.20,263.33,849916.80,511913.52,338003.28
Canada,Baby Food,Offline,L,9/11/2012,704002463,9/18/2012,8828,255.28,159.42,2253611.84,1407359.76,846252.08
Mexico,Fruits,Offline,C,2/14/2015,809924399,3/14/2015,3483,9.33,6.92,32496.39,24102.36,8394.03
Greenland,Cosmetics,Online,L,5/4/2014,656989991,5/4/2014,6793,437.20,263.33,2969899.60,1788800.69,1181098.91
Greenland,Cereal,Online,H,2/27/2016,598688209,4/4/2016,4000,205.70,117.11,822800.00,468440.00,354360.00
United States of America,Meat,Online,M,3/19/2016,719125831,5/2/2016,4169,421.89,364.69,1758859.41,1520392.61,238466.80
Mexico,Cosmetics,Offline,C,11/11/2011,742110002,11/30/2011,5696,437.20,263.33,2490291.20,1499927.68,990363.52
Canada,Clothes,Online,H,12/23/2016,969155776,1/7/2017,3586,109.28,35.84,391878.08,128522.24,263355.84
Canada,Cereal,Offline,H,4/19/2011,404279553,5/4/2011,4159,205.70,117.11,855506.30,487060.49,368445.81
Greenland,Baby Food,Online,H,3/6/2012,589373004,4/2/2012,7424,255.28,159.42,1895198.72,1183534.08,711664.64
Greenland,Cosmetics,Offline,M,1/9/2016,590063941,2/26/2016,1888,437.20,263.33,825433.60,497167.04,328266.56
United States of America,Clothes,Offline,M,5/26/2013,571942508,6/4/2013,9353,109.28,35.84,1022095.84,335211.52,686884.32
Canada,Cosmetics,Offline,C,4/3/2016,456097686,5/2/2016,8296,437.20,263.33,3627011.20,2184585.68,1442425.52
Greenland,Household,Offline,L,6/16/2015,601732623,7/14/2015,4910,668.27,502.54,3281205.70,2467471.40,813734.30
United States of America,Fruits,Online,M,1/11/2010,749481999,2/6/2010,7234,9.33,6.92,67493.22,50059.28,17433.94
Mexico,Cereal,Offline,H,9/27/2010,618996608,9/29/2010,3707,205.70,117.11,762529.90,434126.77,328403.13
Greenland,Snacks,Online,H,11/16/2015,462144887,12/10/2015,7797,152.58,97.44,1189666.26,759739.68,429926.58
